,modelo_id,modelo,marca,comb,version,engine,category,transmission_type,doors,hp,valves
991,7294,XC 90 T-6 MOMENTUM 2.0 320cv 5P,Volvo,Gasolina,2.0,,,,,3,
2,4843,A4 2.0 16V TFSI 183/180cv Multitronic,Audi,Gasolina,2.0,Other,,,,1,16
10,128,Allroad 2.7 30V Quattro Turbo Tiptronic,Audi,Gasolina,2.7,Turbo,,,,,30
15,129,Avant RS2,Audi,Gasolina,,,MPV,,,,
18,4431,TT Roadster 2.0 16v TFSI S-Tronic,Audi,Gasolina,2.0,,,,,,
24,9957,335i 3.0 Active 3 (Híbrido),BMW,Gasolina,3.0,,,,,,
30,4416,335iA Cabriolet 3.0 24V 306cv,BMW,Gasolina,3.0,,,,,3,24
34,6148,335iA Sport 3.0 24V 306cv 4p,BMW,Gasolina,3.0,,Sport,,4,3,24
35,197,525i/iA,BMW,Gasolina,,,,,,,
37,6514,528iA M Sport 2.0 Turbo 16V 245cv 4p,BMW,Gasolina,2.0,Turbo,Sport,,4,2,16
38,7918,530i M Sport 2.0 Turbo 252cv Aut.,BMW,Gasolina,2.0,Turbo,Sport,Auto,,2,
43,6150,650iA 4.4 407cv Bi-Turbo,BMW,Gasolina,4.4,Turbo,,,,4,
48,8818,i3 Bev Connected 170cv Aut. (Elétrico),BMW,Gasolina,,Electric,,Auto,,1,
49,10019,i8 e-Drive 1.5 TB 12V  Aut. (Híbrido),BMW,Gasolina,1.5,Other,,Auto,,,12
53,6260,M5 4.4 560cv Bi-Turbo Aut.,BMW,Gasolina,4.4,Turbo,,Auto,,5,
58,5189,X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.,BMW,Gasolina,4.4,V6/V8,,Auto,,,32
68,10788,X6 M Competition 4.4 V8 BI-TB (Hib) Aut.,BMW,Gasolina,4.4,V6/V8,,Auto,,,
71,9565,X6 M Competition 4.4 V8 BI-TB 625CV Aut.,BMW,Gasolina,4.4,V6/V8,,Auto,,,
75,4746,X6 XDRIVE 50i 4.4 407cv Bi-Turbo,BMW,Gasolina,4.4,Turbo,,,,4,
76,4997,Z4 Roadster sDRIVE 35i 3.0 24V 306cv 2p,BMW,Gasolina,3.0,,,,2,3,24
79,252,Z4 Roadster Sport 3.0 24V 231cv Aut.,BMW,Gasolina,3.0,,Sport,Auto,,2,24
82,4053,Buggy IV e V,Bugre,Gasolina,,,,,,,
88,10068,Tiggo 7 PRO 1.5 Turbo (Híbrido),Caoa Chery,Gasolina,1.5,Turbo,,,,,
90,7089,QQ 1.0 ACT 12V 69cv 5p,Caoa Chery/Chery,Gasolina,1.0,Other,,,5,6,12
96,284,Berlingo MultSpace GLX 1.8i 3p,Citroën,Gasolina,,,,,3,,
98,5551,C3 Picasso Exclusive 1.6 Flex 16V 5p Mec,Citroën,Gasolina,1.6,Flex,,Manual,5,,16
102,8466,C4 CACTUS FEEL 1.6 16V Flex Aut.,Citroën,Gasolina,1.6,Other,,Auto,,,16
110,388,Avenger ES 2.0/2.5 16V,Dodge,Gasolina,2.0,Other,,,,,16
111,404,Dakota Sport CE 2.5 Diesel,Dodge,Diesel,2.5,Diesel,Sport,,,,
112,3931,Ram 2500 H.DUTY 5.9 SLT TDI CS 4x4 Dies.,Dodge,Diesel,5.9,,,,,,
113,5660,Plutus 3.2 8V 4x2 CD Turbo Diesel,EFFA,Diesel,3.2,Other,Pickup,,,,8
115,5661,Start Picape CD 1.0 8V 5p,EFFA,Gasolina,1.0,Other,Pickup,,5,,8
118,5662,Start Picape L 1.0 8V 2p,EFFA,Gasolina,1.0,Other,Pickup,,2,,8
121,5663,Start Van 1.0 8V 4p,EFFA,Gasolina,1.0,Other,,,4,,8
123,4638,ULC FURGÃO 1.0 8V 5p,EFFA,Gasolina,1.0,Other,,,5,,8
125,5446,Bravo ABSOLUTE 1.8 Flex 16V 5p,Fiat,Gasolina,1.8,Flex,,,5,,16
126,452,Doblo EX 1.3 Fire 16V 80cv 4/5p,Fiat,Gasolina,1.3,Other,,,5,8,16
127,5023,Ducato Cargo Longo 2.3 ME Diesel,Fiat,Diesel,2.3,Diesel,,,,,
132,473,Fiorino Furg.1.5/1.3/1.3 Fire/1.3 F.Flex,Fiat,Gasolina,1.5,Flex,,,,,
139,7824,Grand Siena ATTRACTIVE 1.0 Flex 8V 4p,Fiat,Gasolina,1.0,Flex,,,4,,8
144,6955,Grand Siena ESSEN. ITALIA Dual. 1.6 Flex,Fiat,Gasolina,1.6,Flex,,,,,
149,492,Marea Turbo 2.0 20V 4p,Fiat,Gasolina,2.0,Turbo,,,4,,20
159,5297,Punto ESSENCE Dualogic 1.8 Flex 16V 5p,Fiat,Gasolina,1.8,Flex,,,5,,16
161,5361,Siena EL 1.4 mpi Fire Flex 8V 4p,Fiat,Gasolina,1.4,Flex,,,4,,8
164,5302,Siena ESSENCE Dualogic 1.6 Flex 16V 4p,Fiat,Gasolina,1.6,Flex,,,4,,16
166,590,Siena EX 1.0 mpi Fire 16v 4p,Fiat,Gasolina,1.0,,,,4,,
168,591,Siena EX 1.3 mpi Fire 8V 67cv 4p,Fiat,Gasolina,1.3,Other,,,4,6,8
170,592,Siena EX 1.8 mpi 8V 103cv 4p,Fiat,Gasolina,1.8,Other,,,4,1,8
172,593,Siena HL 1.6 mpi 16V,Fiat,Gasolina,1.6,Other,,,,,16
176,6957,UNO ATTRACTIVE 1.0 Fire Flex 8V 5p,Fiat,Gasolina,1.0,Flex,,,5,,8
179,4316,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 2p,Fiat,Gasolina,1.0,Flex,,,2,,
180,653,Uno S 1.5 i.e. / 1.5 / 1.3/ SX 1.3,Fiat,Gasolina,1.5,,,,,,
181,5242,UNO VIVACE Celeb. 1.0 EVO F.Flex 8V 5p,Fiat,Gasolina,1.0,Flex,,,5,,8
186,6263,EcoSport SE 2.0 16V Flex 5p Aut.,Ford,Gasolina,2.0,Other,Sport,Auto,5,,16
190,6161,EcoSport TITANIUM 1.6 16V Flex 5p,Ford,Gasolina,1.6,Other,Sport,,5,,16
193,6162,EcoSport TITANIUM 2.0 16V Flex 5p,Ford,Gasolina,2.0,Other,Sport,,5,,16
200,706,Escort XR3 1.8 / 1.6 Beneton/Form./Laser,Ford,Gasolina,1.8,,,,,,
212,805,Focus Sedan 1.8 16V 115cv 4p,Ford,Gasolina,1.8,Other,Sedan,,4,1,16
222,823,Ka XR 1.6 MPI 8V,Ford,Gasolina,1.6,Other,,,,,8
223,834,Mondeo GLX 2.0 16V 4p Aut,Ford,Gasolina,2.0,Other,,Auto,4,,16
225,846,Pampa L 1.8i / 1.8,Ford,Álcool,1.8,,,,,,
245,908,Taurus GL SW 3.0 V6 24V,Ford,Gasolina,3.0,V6/V8,,,,,24
253,969,Brasinca Blazer CD 4.0 Diesel,GM - Chevrolet,Diesel,4.0,Diesel,Pickup,,,,
257,7257,COBALT Graphite 1.8 8V Econo.Flex 4p Aut,GM - Chevrolet,Gasolina,1.8,Other,,Auto,4,,8
258,7258,COBALT Graphite 1.8 8V Econo.Flex 4p Mec,GM - Chevrolet,Gasolina,1.8,Other,,Manual,4,,8
259,5723,COBALT LS 1.4 8V FlexPower 4p,GM - Chevrolet,Gasolina,1.4,Other,,,4,,8
264,5724,COBALT LT 1.4 8V FlexPower/EconoFlex 4p,GM - Chevrolet,Gasolina,1.4,Other,,,4,,8
270,6174,COBALT LTZ 1.8 8V Econo.Flex 4p Aut.,GM - Chevrolet,Gasolina,1.8,Other,,Auto,4,,8
272,1049,Corsa Sedan GLS 1.6 MPFI 4p,GM - Chevrolet,Gasolina,1.6,Other,Sedan,,4,,
276,1103,Monza GL 1.8 EFI/ SL/ L/ 650/Barc. 2e4p,GM - Chevrolet,Gasolina,1.8,,,,,,
281,8894,ONIX HATCH PREM. 1.0 12V TB Flex 5p Aut.,GM - Chevrolet,Gasolina,1.0,Other,,Auto,5,,12
283,6866,PRISMA Sed. ADVANT. 1.0 8V FlexPower 4p,GM - Chevrolet,Gasolina,1.0,Other,,,4,,8
284,7373,PRISMA Sed. ADVANT. 1.4 8V F.Power Aut.,GM - Chevrolet,Gasolina,1.4,Other,,Auto,,,8
296,1154,S10 Pick-Up Luxe 2.8 4x2 CD TB Int.Dies.,GM - Chevrolet,Diesel,2.8,,Pickup,,,,
297,1159,S10 Pick-Up Std 2.8 4x4 CD TB Int.Dies.,GM - Chevrolet,Diesel,2.8,,Pickup,,,,
300,8691,SPIN PREMIER 1.8 8V Econo.Flex 5p Aut.,GM - Chevrolet,Gasolina,1.8,Other,,Auto,5,,8
301,8692,SPIN PREMIER 1.8 8V Econo.Flex 5p Mec.,GM - Chevrolet,Gasolina,1.8,Other,,Manual,5,,8
305,1231,Zafira Comfort 2.0 MPFI FlexPower 8V 5p,GM - Chevrolet,Gasolina,2.0,Other,,,5,,8
325,1292,Atos Prime GLS 1.0 Aut.,Hyundai,Gasolina,1.0,,,Auto,,,
328,1324,H100 GS Diesel (12 lugares),Hyundai,Diesel,,Diesel,,,,,
330,6208,HB20 Premium 1.6 Flex 16V Aut.,Hyundai,Gasolina,1.6,Flex,,Auto,,,16
333,1350,Rodeo 3.2 V6,Isuzu,Gasolina,3.2,V6/V8,,,,,
334,9692,DAILY CH. 65-170 CD Longo 3.0 (Diesel),IVECO,Diesel,3.0,Diesel,Pickup,,,,
339,7205,2008 Griffe 1.6 Turbo Flex 16V 5p Mec.,Peugeot,Gasolina,1.6,Turbo,,Manual,5,,16
340,1862,206 Selection/ Sensation 1.0 16v 3p,Peugeot,Gasolina,1.0,,,,3,,
341,4722,207 XR 1.4 Flex 8V 5p,Peugeot,Gasolina,1.4,Flex,,,5,,8
342,9200,208 Active 1.6 Flex 16V 5p Aut.,Peugeot,Gasolina,1.6,Flex,,Auto,5,,16
343,1897,307 Feline/Griff/Premi. 2.0 Flex 5p Aut.,Peugeot,Gasolina,2.0,Flex,,Auto,5,,
344,1902,307 Rallye 2.0 16V 138cv 5p Aut.,Peugeot,Gasolina,2.0,Other,,Auto,5,1,16
347,4144,307 Sed. Feline 2.0/2.0 Flex 16V 4p Mec.,Peugeot,Gasolina,2.0,Flex,,Manual,4,,16
351,4146,307 Sed. Presence 1.6 Flex 16V 4p,Peugeot,Gasolina,1.6,Flex,,,4,,16
357,5506,408 Sedan Feline 2.0 Flex 16V 4p Aut.,Peugeot,Gasolina,2.0,Flex,Sedan,Auto,4,,16
358,1938,605 SV-3 3.0 V6 24V,Peugeot,Gasolina,3.0,V6/V8,,,,,24
359,5077,Boxer 2.3 Furg.TB Dies. Méd/ LongoT.Alto,Peugeot,Diesel,2.3,,,,,,
360,1946,Boxer 2.8 Furgão Dies/ TB Dies.curto/méd,Peugeot,Diesel,2.8,,,,,,
0,9223,A4 Perfor. Black 2.0 TFSI Quat. S tronic,Audi,Gasolina,2.0,,,,,,
2,11036,A4 Prestige 2.0 16V TFSI Quattro (Híb.),Audi,Gasolina,2.0,Other,,,,,16
26,3879,130i 3.0 24V 265cv 5p,BMW,Gasolina,3.0,,,,5,2,24
30,4473,130iA 3.0 24V 265cv 3p,BMW,Gasolina,3.0,,,,3,2,24
37,9960,530e M Sport 2.0 Turbo Aut. (Híbrido),BMW,Gasolina,2.0,Turbo,Sport,Auto,,,
43,6230,X1 SDRIVE 20i 2.0/2.0 TB Acti.Flex Aut.,BMW,Gasolina,2.0,Flex,,Auto,,,
44,10415,X1 SDRIVE 20i M Sport 2.0 TB Aut.,BMW,Gasolina,2.0,,Sport,Auto,,,
48,9682,X1 SDRIVE 20i M Sport 2.0 TB Flex Aut.,BMW,Gasolina,2.0,Flex,Sport,Auto,,,
49,10115,X1 SDRIVE 20i Outdoor 2.0.Flex Aut.,BMW,Gasolina,2.0,Flex,,Auto,,,
56,10872,X4 XDRIVE 30i M-Sport 2.0 TB 252cv Aut,BMW,Gasolina,2.0,,Sport,Auto,,2,
57,6092,C3 Picasso GL 1.5 Flex 8V Mec.,Citroën,Gasolina,1.5,Flex,,Manual,,,8
60,5552,C3 Picasso GL 1.6 Flex 16V 5p Mec.,Citroën,Gasolina,1.6,Flex,,Manual,5,,16
62,6093,C3 Picasso GLX 1.5 Flex 8V 5p Mec.,Citroën,Gasolina,1.5,Flex,,Manual,5,,8
64,5612,C3 Picasso GLX 1.6 Flex 16V 5p Aut.,Citroën,Gasolina,1.6,Flex,,Auto,5,,16
72,412,Engesa 4x4 4.0 Diesel,Engesa,Diesel,4.0,Diesel,,,,,
73,416,Master 4.0 Diesel,Envemo,Diesel,4.0,Diesel,,,,,
75,10159,296 GTB (Hibrido),Ferrari,Gasolina,,,,,,,
79,10624,296 GTS (Híbrido),Ferrari,Gasolina,,,,,,,
82,417,348 GTS 3.4,Ferrari,Gasolina,3.4,,,,,,
88,497,Marea Weekend HLX 2.0 20V 4p,Fiat,Gasolina,2.0,,,,4,,20
91,498,Marea Weekend HLX 2.4 mpi 20V 4p Aut.,Fiat,Gasolina,2.4,,,Auto,4,,20
97,499,Marea Weekend HLX 2.4 mpi 20V 4p Mec.,Fiat,Gasolina,2.4,,,Manual,4,,20
104,610,Strada Trekking 1.8 mpi Flex 8V CE,Fiat,Gasolina,1.8,Flex,,,,,8
115,10837,Strada Ultra 1.0 Flex Turbo CD Aut.,Fiat,Gasolina,1.0,Flex,Pickup,Auto,,,
124,702,Escort S.W GL 1.8i 16V,Ford,Gasolina,,Other,,,,,16
130,703,Escort S.W. GLX 1.8i 16V,Ford,Gasolina,,Other,,,,,16
142,850,Ranger 2.5 4x2 CD TB Diesel,Ford,Diesel,2.5,Diesel,Pickup,,,,
146,851,Ranger 2.5 4x2 CE Diesel,Ford,Diesel,2.5,Diesel,,,,,
149,852,Ranger 2.5 4x2 TB Diesel,Ford,Diesel,2.5,Diesel,,,,,
170,979,Calibra 16V,GM - Chevrolet,Gasolina,,Other,,,,,16
173,7790,CAMARO FIFTY 6.2 V8 16V 461cv,GM - Chevrolet,Gasolina,6.2,V6/V8,,,,4,16
174,980,Camaro RS 5.0 V8,GM - Chevrolet,Gasolina,5.0,V6/V8,,,,,
178,1001,Celta Spirit 1.0 MPFI 8V FlexPower 3p,GM - Chevrolet,Gasolina,1.0,Other,,,3,,8
183,1064,Corsa Wind 1.0 MPFI / EFI  2p,GM - Chevrolet,Gasolina,1.0,Other,,,2,,
192,1104,Monza GL 2.0 EFI/SL/L/650/Club/Barc.2e4p,GM - Chevrolet,Álcool,2.0,,,,,,
206,6064,SONIC Sed. LTZ 1.6 16V FlexPower 4p Mec.,GM - Chevrolet,Gasolina,1.6,Other,,Manual,4,,16
209,1192,Sonoma CE 4.3 V6,GM - Chevrolet,Gasolina,4.3,V6/V8,,,,,
211,1193,SpaceVan Furgão 2.1 Diesel,GM - Chevrolet,Diesel,2.1,Diesel,,,,,
213,1194,SpaceVan Furgão 2.2,GM - Chevrolet,Gasolina,2.2,,,,,,
215,1195,SpaceVan Passageiro 2.1Diesel,GM - Chevrolet,Diesel,,Diesel,,,,,
227,1248,Civic Coupe EX/ EXS 1.6 16V 2p,Honda,Gasolina,1.6,Other,Coupe,,2,,16
229,4629,CR-V EXL 2.0 16V 4WD/2.0 Flexone Aut.,Honda,Gasolina,2.0,Other,,Auto,,,16
246,5640,Veloster 1.6 16V  140cv Aut.,Hyundai,Gasolina,1.6,Other,,Auto,,1,16
248,4384,VERACRUZ GLS 3.8 4WD Aut.,Hyundai,Gasolina,3.8,,,Auto,,,
254,1348,Amigo 2.3 4x2/4x4,Isuzu,Gasolina,2.3,,,,,,
6,10888,Q3 2.0 TFSI Anniversary Edition Quattro,Audi,Gasolina,2.0,,,,,,
11,6045,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,Audi,Gasolina,2.0,,,,5,2,
23,10668,i4 e-Drive 35 M Sport (Elétrico),BMW,Gasolina,,Electric,Sport,,,,
27,254,Buggy/M-8/M-8 Long 1.6,BRM,Gasolina,1.6,,,,,,
35,290,C3 GLX 1.4/ GLX Sonora 1.4 Flex 8V 5p,Citroën,Gasolina,1.4,Flex,,,5,,8
36,10777,Grand C4 Picasso 2.0 16V 143cv Aut,Citroën,Gasolina,2.0,Other,,Auto,,1,16
37,309,Xantia Break 2.0 8V/GLX 2.0 16V Aut,Citroën,Gasolina,2.0,Other,,Auto,,,8
40,350,Xsara VTS 1.8 16V,Citroën,Gasolina,1.8,Other,,,,,16
44,460,Ducato Mult/ Vetrato 2.8 T.Alto TB Dies.,Fiat,Diesel,2.8,,,,,,
50,609,Strada Trekking 1.6 mpi,Fiat,Gasolina,1.6,,,,,,
62,741,F-1000 XL 2.5 HSD Diesel TB,Ford,Diesel,2.5,Diesel,,,,,
67,859,Ranger Limited 3.0 PSE 4x4 CD TB Diesel,Ford,Diesel,3.0,Diesel,Pickup,,,,
85,1127,S10 Blazer DLX 4.3 V6,GM - Chevrolet,Gasolina,4.3,V6/V8,,,,,
87,5893,S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel Aut,GM - Chevrolet,Diesel,2.8,Diesel,Pickup,Auto,,,
92,4975,CITY Sedan LX 1.5 Flex 16V 4p Aut.,Honda,Gasolina,1.5,Flex,Sedan,Auto,4,,16
94,4009,Civic Sedan EXS 1.8/1.8 Flex 16V Aut. 4p,Honda,Gasolina,1.8,Flex,Sedan,Auto,4,,16
101,5933,J5 Sedan 1.5 16V 4p Mec.,JAC,Gasolina,1.5,Other,Sedan,Manual,4,,16
2,126,A8 4.2 Quattro Tiptronic,Audi,Gasolina,4.2,,,,,,
3,127,A8 4.2 V8 32V Tiptronic,Audi,Gasolina,4.2,V6/V8,,,,,32
4,8628,RS4 2.9 Avant V6 TFSI Quattro Tiptronic,Audi,Gasolina,2.9,V6/V8,MPV,,,,
12,9038,X7 M50i 4.4 V8 Bi-TB Aut.,BMW,Gasolina,4.4,V6/V8,,Auto,,,
14,274,Neon Sport 1.8/2.0,Chrysler,Gasolina,1.8,,Sport,,,,
16,4575,Ram 2500 TROPIVAN 5.9 SLT TDI 4x4 Dies.,Dodge,Diesel,5.9,,,,,,
17,4637,M-100 1.0 8V 5p,EFFA,Gasolina,1.0,Other,,,5,,8
21,5578,LINEA ESSENCE Dualogic 1.8 Flex 16V 4p,Fiat,Gasolina,1.8,Flex,,,4,,16
23,5271,Palio ATTRA./ITÁLIA 1.4 EVO F.Flex 8V 5p,Fiat,Gasolina,1.4,Flex,,,5,,8
25,3813,Stilo 1.8/ 1.8 Connect Flex 8V 5p,Fiat,Gasolina,1.8,Flex,,,5,,8
37,942,Astra Elegance 2.0 MPFI FlexPower 8V 5p,GM - Chevrolet,Gasolina,2.0,Other,,,5,,8
41,1033,Corsa Sed Class.Spirit 1.0/1.0 FlexPower,GM - Chevrolet,Álcool,1.0,Flex,,,,,
44,1082,Kadett GL/SL/Lite/Turim 1.8,GM - Chevrolet,Gasolina,1.8,,,,,,
59,1168,S10 P-Up Luxe 2.5 4x4 CD TB Max HST Dies,GM - Chevrolet,Diesel,2.5,,Pickup,,,,
73,6270,Fit Twist 1.5 Flex 16V 5p Aut.,Honda,Gasolina,1.5,Flex,,Auto,5,,16
74,7150,HR-V EX 1.8 Flexone 16V 5p Aut.,Honda,Gasolina,1.8,Flex,,Auto,5,,16
75,5726,AZERA 3.0 V6 24V 4p Aut.,Hyundai,Gasolina,3.0,V6/V8,,Auto,4,,24
76,6435,HB20S C.Style/C.Plus1.6 Flex 16V Aut. 4p,Hyundai,Gasolina,,Flex,,Auto,4,,16
77,10014,HB20S Limited 1.0  Flex 12V Mec.,Hyundai,Gasolina,1.0,Flex,,Manual,,,12
