,modelo_id,modelo,marca,comb,version,engine,category,transmission_type,doors,hp,valves
59,6909,Vanquish V12 6.0 565cv,ASTON MARTIN,Gasolina,6.0,Other,,,,5,
60,6342,Vantage 6.0 V12 510cv,ASTON MARTIN,Gasolina,6.0,Other,,,,5,
61,6343,Vantage Coupe 4.7 V8 425cv,ASTON MARTIN,Gasolina,4.7,V6/V8,Coupe,,,4,
62,51,80 S2 Avant,Audi,Gasolina,,,MPV,,,,
63,6293,A1 2.0 TFSI Quattro 256cv 3p,Audi,Gasolina,2.0,,,,3,2,
64,6201,A1 Sportback 1.4 TFSI 185cv 5p S-tronic,Audi,Gasolina,1.4,,Sport,,5,1,
66,52,A3 1.6 3p,Audi,Gasolina,1.6,,,,3,,
69,54,A3 1.6 5p,Audi,Gasolina,1.6,,,,5,,
70,59,A3 1.8 5p Mec.,Audi,Gasolina,1.8,,,Manual,5,,
85,10195,A3 Sed.Perf. Black 2.0 TFSI S-tr. (Hib.),Audi,Gasolina,2.0,,,,,,
88,6768,A3 Sedan 1.4/ Attra. 16V TB FSI S-tronic,Audi,Gasolina,1.4,Other,Sedan,,,,16
90,6461,A3 Sport 1.8 16V TFSI S-tronic 3p,Audi,Gasolina,1.8,Other,Sport,,3,,16
94,9965,A3 Sportb. S-Line 2.0 TFSI S-Tron.(Híb.),Audi,Gasolina,2.0,,Sport,,,,
95,6510,A3 Sportback 1.4 TFSI S-tronic,Audi,Gasolina,1.4,,Sport,,,,
98,4156,A3 Sportback 2.0 16V TFSI Mec.,Audi,Gasolina,2.0,Other,Sport,Manual,,,16
101,70,A4 1.8 Avant Aut.,Audi,Gasolina,1.8,,MPV,Auto,,,
105,72,A4 1.8 Avant Turbo Mec.,Audi,Gasolina,1.8,Turbo,MPV,Manual,,,
107,74,A4 1.8 Tip./ Multitronic Turbo,Audi,Gasolina,1.8,Turbo,,,,,
114,6144,A4 2.0 16V TFSI Quattro Stronic,Audi,Gasolina,2.0,Other,,,,,16
116,76,A4 2.0 20V 130cv Multitronic 4p,Audi,Gasolina,2.0,,,,4,1,20
118,6145,A4 2.0 Avant 16V TFSI Quattro Stronic,Audi,Gasolina,2.0,Other,MPV,,,,16
120,7750,A4 2.0 Avant Ambie. 2.0 16V TFSi S tron.,Audi,Gasolina,2.0,Other,MPV,,,,16
121,4844,A4 2.0 Avant TFSI 183/180cv Multitroni,Audi,Gasolina,2.0,,MPV,,,1,
124,78,A4 2.4 30V Avant Tip./Multitronic,Audi,Gasolina,2.4,,MPV,,,,30
125,86,A4 2.8 30V  Tiptronic/ Aut.,Audi,Gasolina,2.8,,,Auto,,,30
132,90,A4 2.8 Avant V6 30V Quattro Mec.,Audi,Gasolina,2.8,V6/V8,MPV,Manual,,,30
133,91,A4 2.8 Avant V6 30V Quattro Tiptronic,Audi,Gasolina,2.8,V6/V8,MPV,,,,30
134,92,A4 2.8 Avant V6 30V Tiptronic,Audi,Gasolina,2.8,V6/V8,MPV,,,,30
136,93,A4 2.8 V6 30V  Quattro Tiptronic,Audi,Gasolina,2.8,V6/V8,,,,,30
137,97,A4 3.0 Avant 30V 218cv Multitronic 5p,Audi,Gasolina,3.0,,MPV,,5,2,30
142,99,A4 3.0 Cabriolet 30V 218cv Multitronic,Audi,Gasolina,3.0,,,,,2,30
144,4731,A4 3.2 FSI 24V 269cv Quattro Tiptronic,Audi,Gasolina,3.2,,,,,2,24
146,4935,A4 3.2 FSI Avant 24V Quattro S Tronic,Audi,Gasolina,3.2,,MPV,,,,24
148,7717,A4 Ambiente 2.0 TFSI 190cv S tronic,Audi,Gasolina,2.0,,,,,1,
149,7894,A4 Ambition 2.0 TFSI Quattro S tronic,Audi,Gasolina,2.0,,,,,,
150,8769,A4 Avant Prest. Plus 2.0 TFSI S-tronic,Audi,Gasolina,2.0,,MPV,,,,
151,8229,A4 Limited Edition 2.0 TFSI S tronic,Audi,Gasolina,2.0,,,,,,
152,9894,A4 Prestige 2.0 TFSI S-tronic,Audi,Gasolina,2.0,,,,,,
153,9824,A4 S Line 2.0  TFSI 204cv S Tonic,Audi,Gasolina,2.0,,,,,2,
156,5126,A5 3.2 FSI V6 24V 269cv Quattro Tiptroni,Audi,Gasolina,3.2,V6/V8,,,,2,24
157,8000,A5 Ambit. Plus Sport. 2.0 TFSI S tronic,Audi,Gasolina,2.0,,Sport,,,,
158,8001,A5 Ambit. Sport. 2.0 TFSI S tronic,Audi,Gasolina,2.0,,Sport,,,,
159,6083,A5 Coupê 2.0 TFSI Quattro Stronic,Audi,Gasolina,2.0,,,,,,
160,6084,A5 Sportb. 2.0 16V TFSI Quat. S-tronic,Audi,Gasolina,2.0,Other,Sport,,,,16
162,11038,A5 Sportb. Advanc. 2.0 TFSI Quatt. (Híb),Audi,Gasolina,2.0,,Sport,,,,
163,8564,A5 Sportb. Perf. 2.0 TFSI Quat. S-tronic,Audi,Gasolina,2.0,,Sport,,,,
164,8565,A5 Sportb. Prestige 2.0 16V TFSI S-troni,Audi,Gasolina,2.0,Other,Sport,,,,16
165,8567,A5 Sportb.Prestige Plus 2.0 TFSI S-tronc,Audi,Gasolina,2.0,,Sport,,,,
168,8772,A5 Sportback S-Line 2.0 TFSI S-tronic,Audi,Gasolina,2.0,,Sport,,,,
169,7254,A6 2.0 TFSI 252cv S tronic 4p,Audi,Gasolina,2.0,,,,4,2,
170,107,A6 2.4 V6 30V Quattro Tiptronic,Audi,Gasolina,2.4,V6/V8,,,,,30
171,108,A6 2.7 30V Avant Tiptronic,Audi,Gasolina,2.7,,MPV,,,,30
174,113,A6 2.8 30V Mec.,Audi,Gasolina,2.8,,,Manual,,,30
176,114,A6 2.8 30V Tiptronic,Audi,Gasolina,2.8,,,,,,30
181,117,A6 2.8 Avant 30V Tiptronic,Audi,Gasolina,2.8,,MPV,,,,30
183,122,A6 3.0 Avant V6 30V 218cv Multitronic 5p,Audi,Gasolina,3.0,V6/V8,MPV,,5,2,30
184,123,A6 3.0 V6 30V 218cv Multitronic 4p,Audi,Gasolina,3.0,V6/V8,,,4,2,30
185,124,A6 4.2 Avant Quattro Tiptronic,Audi,Gasolina,4.2,,MPV,,,,
188,9319,A7 SP.b. Perf. Bla. 3.0 TFSI Quat. S-tro,Audi,Gasolina,3.0,,,,,,
190,5717,A8 6.3 W12 48V Quattro Tiptronic,Audi,Gasolina,6.3,Other,,,,,48
191,10814,E-TRON GT Aut. (Elétrico),Audi,Gasolina,,Electric,,Auto,,,
192,9077,E-TRON Performa. Black Aut. (Elétrico),Audi,Gasolina,,Electric,,Auto,,,
193,9187,E-TRON Sportback Perf. Aut. (Elétrico),Audi,Gasolina,,Electric,Sport,Auto,,,
195,9835,Q3 SPB Perf. Black 2.0 TFSI Tipt. Quat.,Audi,Gasolina,2.0,,,,,,
197,8231,Q5 2.0 TFSI Quattro S tronic (Blindado),Audi,Gasolina,2.0,,,,,,
198,4959,Q5 3.2 FSI V6 Quattro S Tronic,Audi,Gasolina,3.2,V6/V8,,,,,
200,8037,Q5 Ambition 2.0 TFSI Quattro S tronic,Audi,Gasolina,2.0,,,,,,
201,8583,Q5 Black 2.0 TFSI Quattro S tronic,Audi,Gasolina,2.0,,,,,,
202,8585,Q5 Prestige Plus 2.0 TFSI Quat. S tronic,Audi,Gasolina,2.0,,,,,,
204,10047,Q5 SB P Black. 2.0 TFSIe S.Tr. Qt (Hib.),Audi,Gasolina,2.0,,,,,,
205,10048,Q5 SB Perf. 2.0 TFSIe S.Tr. Qt (Hib.),Audi,Gasolina,2.0,,,,,,
206,9526,Q5 SPB. S-Line Black 2.0 TFSI Qua.S-Tron,Audi,Gasolina,2.0,,,,,,
207,10049,Q7 3.0 V6 TFSI  Quat.Tip.5p/ Perf.(Híb.),Audi,Gasolina,3.0,V6/V8,,,5,,
210,5235,R8 4.2 V8 426cv Quattro R-tronic,Audi,Gasolina,4.2,V6/V8,,,,4,
211,9606,RS E-TRON GT Quattro Aut. (Elétrico),Audi,Gasolina,,Electric,,Auto,,,
212,9224,RS Q8 4.0 Bi-TB V8 FSI Quattro Tiptronic,Audi,Gasolina,4.0,V6/V8,,,,,
215,10682,RS5 SPB. Compet. Plus 2.9 Quat. S-tronic,Audi,Gasolina,2.9,,,,,,
221,5335,RS6 5.0 Avant.FSI V10 Bi-TB Quattro Tip.,Audi,Gasolina,5.0,Other,MPV,,,,
223,6883,RS7 Sportback 4.0 TFSI Quattro Tiptronic,Audi,Gasolina,4.0,,Sport,,,,
235,135,S4 2.7 Turbo Quattro Mec.,Audi,Gasolina,2.7,Turbo,,Manual,,,
236,6089,S5 Sportback 3.0 TFSI Quattro Stronic,Audi,Gasolina,3.0,,Sport,,,,
238,138,S6 2.2 20V TB,Audi,Gasolina,2.2,,,,,,20
239,142,S6 4.2 V8 40V Quattro Tiptronic,Audi,Gasolina,4.2,V6/V8,,,,,40
240,150,TT 1.8 TB Quattro 225cv,Audi,Gasolina,1.8,,,,,2,
244,8276,Buggy RS Evolution 1.8 8V,Baby,Gasolina,1.8,Other,,,,,8
246,6146,116iA 1.6 TB 16V 136cv 5p,BMW,Gasolina,1.6,Other,,,5,1,16
249,6147,118iA Full 1.6 TB 16V 170cv 5p,BMW,Gasolina,1.6,Other,,,5,1,16
250,152,120i 2.0 16V 150cv/ 156cv 5p,BMW,Gasolina,2.0,Other,,,5,1,16
255,9036,218i Gran Coupe Sport GP 1.5 Bi-Turbo,BMW,Gasolina,1.5,Turbo,Coupe,,,,
259,168,323i Touring,BMW,Gasolina,,,,,,,
260,171,323iA Entry Sedan,BMW,Gasolina,,,Sedan,,,,
261,179,325i,BMW,Gasolina,,,,,,,
271,184,328i Exclusive 2.8 24V,BMW,Gasolina,2.8,,,,,,24
273,6046,328iA 2.0 TB/2.0 TB Flex 16V 4p,BMW,Gasolina,2.0,Flex,,,4,,16
274,189,328iA Exclusive 2.8 24V,BMW,Gasolina,2.8,,,,,,24
276,190,328iA Touring/Sport,BMW,Gasolina,,,Sport,,,,
277,192,330CiA Cabriolet,BMW,Gasolina,,,,,,,
279,199,528i/iA,BMW,Gasolina,,,,,,,
280,202,530i/iA,BMW,Gasolina,,,,,,,
281,5267,535iA 3.0 24V 306cv Bi-Turbo,BMW,Gasolina,3.0,Turbo,,,,3,24
283,205,540i,BMW,Gasolina,,,,,,,
289,210,540iTA,BMW,Gasolina,,,,,,,
292,217,740iA,BMW,Gasolina,,,,,,,
295,226,840CiA,BMW,Gasolina,,,,,,,
297,228,850Ci/CiA 5.4 24V,BMW,Gasolina,5.4,,,,,,24
300,230,850i 5.0 24V,BMW,Gasolina,5.0,,,,,,24
301,9861,i3 Bev Un. Forever 170cv Aut. (Életrico),BMW,Gasolina,,,,Auto,,1,
302,10989,i5 M60 (Elétrico),BMW,Gasolina,,Electric,,,,,
303,10824,i7 XDrive 60 M Sport Aut. (Elétrico),BMW,Gasolina,,Electric,Sport,Auto,,,
305,10755,iX 1 xDrive 30 M Sport (Elétrico),BMW,Gasolina,,Electric,Sport,,,,
306,9863,iX XDrive 40 Aut. (Elétrico),BMW,Gasolina,,Electric,,Auto,,,
308,6910,M 235i Coupe 3.0 24V 326cv,BMW,Gasolina,3.0,,Coupe,,,3,24
309,231,M Roadster,BMW,Gasolina,,,,,,,
312,7857,M240i Coupe 3.0 24V 340cv 2p,BMW,Gasolina,3.0,,Coupe,,2,3,24
313,9482,M3 Competition M 3.0 Bi-TB 510cv,BMW,Gasolina,3.0,,,,,5,
316,9483,M3 Competition M Track 3.0 Bi-TB,BMW,Gasolina,3.0,,,,,,
317,234,M3 Coupê 3.0 24V 255cv,BMW,Gasolina,3.0,,,,,2,24
322,235,M3 Coupê 3.0 V6 24V 282cv,BMW,Gasolina,3.0,V6/V8,,,,2,24
324,4527,M3 Coupê 4.0 32V,BMW,Gasolina,4.0,,,,,,32
325,238,M6 5.0 V10 40V 507cv,BMW,Gasolina,5.0,Other,,,,5,40
327,6460,M6 Coupe 4.4 Bi-Turbo V8 32V,BMW,Gasolina,4.4,Turbo,Coupe,,,,32
328,6635,M6 Gran Coupe 4.4 Bi-Turbo V8 32V 560cv,BMW,Gasolina,4.4,Turbo,Coupe,,,5,32
329,9525,M8 Gran Coupé Competition 4.4 V8 32V,BMW,Gasolina,4.4,V6/V8,,,,,32
330,8736,M850i XDrive Coupé 4.4 V8 530cv Aut.,BMW,Gasolina,4.4,V6/V8,,Auto,,5,
331,9226,X1 SDRIVE 20i M S. 2.0 25 Anos TB Flex,BMW,Gasolina,2.0,Flex,,,,,
335,6151,X1 XDRIVE 28i 2.0 Turbo 16V 4x4 Aut.,BMW,Gasolina,2.0,Turbo,,Auto,,,16
337,5158,X1 XDRIVE 28i 3.0 24V 4x4 Aut.,BMW,Gasolina,3.0,,,Auto,,,24
339,8510,X2 SDRIVE 18i 1.5 ActiveFlex 136cv Aut.,BMW,Gasolina,1.5,Flex,,Auto,,1,
342,8338,X2 SDRIVE 20i 2.0/2.0 TB A. Flex 16V Aut,BMW,Gasolina,2.0,Flex,,Auto,,,16
345,11112,X2 XDrive20i M Sport,BMW,Gasolina,,,Sport,,,,
348,239,X3 Family 2.5 24V 192cv/ 218cv,BMW,Gasolina,2.5,,,,,1,24
352,240,X3 Family 3.0 24V 231cv,BMW,Gasolina,3.0,,,,,2,24
357,4241,X3 Sport 2.5 24V 192cv/ 218cv,BMW,Gasolina,2.5,,Sport,,,1,24
366,10076,X3 XDRIVE 30e M Sport Turbo Aut. (Híb.),BMW,Gasolina,,Turbo,Sport,Auto,,,
369,9927,X4 M40i 3.0 Turbo 388cv Aut.,BMW,Gasolina,3.0,Turbo,,Auto,,3,
371,7065,X4 XDRIVE 28i X-Line 2.0 Turbo 245cv Aut,BMW,Gasolina,2.0,Turbo,,Auto,,2,
379,244,X5 4.8 4x4 V8 32V 360cv,BMW,Gasolina,4.8,V6/V8,,,,3,32
382,4585,X5 Endurance 4.8is 4x4 V8 32V 355cv Aut.,BMW,Gasolina,,V6/V8,,Auto,,3,32
383,9535,X5 M Competition 4.4 V8 Bi-TB Aut.,BMW,Gasolina,4.4,V6/V8,,Auto,,,
385,4242,X5 Security 4.4 4x4 V8 32V,BMW,Gasolina,4.4,V6/V8,,,,,32
387,5020,X5 Security 4.8is 4x4 V8 32V 355cv Aut.,BMW,Gasolina,,V6/V8,,Auto,,3,32
388,7087,X5 XDRIVE 30d Full 3.0 258cv Diesel,BMW,Diesel,3.0,Diesel,,,,2,
389,10766,X5 XDRIVE 50e 3.0 X-Line Aut. (Hibrido),BMW,Gasolina,3.0,,,Auto,,,
390,6710,X5 XDRIVE 50i M Sport 4.4 Bi-Turbo,BMW,Gasolina,4.4,Turbo,Sport,,,,
395,9206,X5 XDRIVE M50i 4.4 Bi-Turbo Aut.,BMW,Gasolina,4.4,Turbo,,Auto,,,
396,4745,X6 XDRIVE 35i 3.0 306cv Bi-Turbo,BMW,Gasolina,3.0,Turbo,,,,3,
400,9883,X6 XDRIVE 40i Bl.Vermillion 3.0 Bi-Turbo,BMW,Gasolina,3.0,Turbo,,,,,
401,9037,X6 XDRIVE 40i M Sport 3.0 Bi-Turbo,BMW,Gasolina,3.0,Turbo,Sport,,,,
403,7088,X6 XDRIVE 50i M Sport 4.4 Bi-Turbo,BMW,Gasolina,4.4,Turbo,Sport,,,,
404,8776,X7 XDRIVE 50i M Sport 4.4 V8 Bi-TB Aut.,BMW,Gasolina,4.4,V6/V8,Sport,Auto,,,
406,246,Z3 2.8 Aut.,BMW,Gasolina,2.8,,,Auto,,,
409,248,Z3 3.0 24V Roadster 2p,BMW,Gasolina,3.0,,,,2,,24
410,4887,Z3 Roadster 2.8,BMW,Gasolina,2.8,,,,,,
412,250,Z3 Roadster M 3.2,BMW,Gasolina,3.2,,,,,,
414,4243,Z4 Coupé M 3.2 V6 24V 343cv,BMW,Gasolina,3.2,V6/V8,,,,3,24
416,4185,Z4 Roadster 2.0 150cv 2p,BMW,Gasolina,2.0,,,,2,1,
420,4244,Z4 Roadster M 3.2 V6 24V 343cv,BMW,Gasolina,3.2,V6/V8,,,,3,24
423,9902,D1 EV (Elétrico),BYD,Gasolina,,Electric,,,,,
424,10813,Dolphin EV (Elétrico),BYD,Gasolina,,Electric,,,,,
427,10986,Dolphin Mini (Elétrico),BYD,Gasolina,,Electric,,,,,
429,10878,Dolphin Plus (Elétrico),BYD,Gasolina,,Electric,,,,,
432,9831,eT3  (Elétrico),BYD,Gasolina,,Electric,,,,,
433,11078,King GL 1.5 16V Aut. (Hibrido),BYD,Gasolina,1.5,Other,,Auto,,,16
435,11079,King GS 1.5 16V Aut. (Hibrido),BYD,Gasolina,1.5,Other,,Auto,,,16
436,11084,Song Plus 1.5 16V Aut. (Hibrido),BYD,Gasolina,1.5,Other,,Auto,,,16
438,11106,Song Pro GL 1.5 16V Aut. (Hibrido),BYD,Gasolina,1.5,Other,,Auto,,,16
439,11107,Song Pro GS 1.5 16V Aut. (Hibrido),BYD,Gasolina,1.5,Other,,Auto,,,16
440,9628,ARRIZO 6  PRO 1.5 Turbo Flex Aut.,Caoa Chery,Gasolina,1.5,Turbo,,Auto,,,
441,9532,Tiggo 3X Plus 1.0 Turbo Flex Aut.,Caoa Chery,Gasolina,1.0,Turbo,,Auto,,,
442,10067,Tiggo 5X PRO 1.5 Turbo (Híbrido),Caoa Chery,Gasolina,1.5,Turbo,,,,,
443,9749,Tiggo 5X PRO 1.5 Turbo Flex Aut.,Caoa Chery,Gasolina,1.5,Turbo,,Auto,,,
444,10742,Tiggo 5X PRO Max Drive1.5 TB (Híbrido),Caoa Chery,Gasolina,,,,,,,
445,9681,Tiggo 7 Pro 1.6 Turbo 16V Aut.,Caoa Chery,Gasolina,1.6,Turbo,,Auto,,,16
447,10998,Tiggo 7 SPORT 1.5 Turbo Flex 16V Aut.,Caoa Chery,Gasolina,1.5,Turbo,,Auto,,,16
449,10182,Tiggo 8 Max Drive 1.6 Turbo Aut.,Caoa Chery,Gasolina,1.6,Turbo,,Auto,,,
451,6380,Celer Sedan 1.5 16V Flex 5p,Caoa Chery/Chery,Gasolina,1.5,Other,Sedan,,5,,16
452,5210,Face 1.3 16V/1.3 16V Flex.Mec.,Caoa Chery/Chery,Gasolina,1.3,Other,,Manual,,,16
457,5534,QQ 1.1/1.0 12V 69cv 5p,Caoa Chery/Chery,Gasolina,1.1,Other,,,5,6,12
459,5740,S-18 1.3 16V Flex Mec. 5p,Caoa Chery/Chery,Gasolina,1.3,Other,,Manual,5,,16
460,8340,Tiggo 2 Look 1.5 16V Flex Aut.5p,Caoa Chery/Chery,Gasolina,1.5,Other,,Auto,5,,16
464,8572,Tiggo 5X TXS 1.5 16V Turbo Flex Aut.,Caoa Chery/Chery,Gasolina,1.5,Other,,Auto,,,16
467,8586,Tiggo 7 T 1.5 16V Turbo Flex Aut.,Caoa Chery/Chery,Gasolina,1.5,Other,,Auto,,,16
474,4393,Cargo CD 1.0 8V 53cv (Pick-Up),CHANA,Gasolina,1.0,Other,Pickup,,,5,8
484,5873,MINI STAR CE 1.0 8V 53cv (Pick-Up),CHANGAN,Gasolina,1.0,Other,,,,5,8
485,5877,MINI STAR Utility 1.0 8V 53cv (Furgão),CHANGAN,Gasolina,1.0,Other,,,,5,8
486,4528,300 C 3.5 V6 249cv,Chrysler,Gasolina,3.5,V6/V8,,,,2,
489,5878,300 C 3.6 V6 Aut.,Chrysler,Gasolina,3.6,V6/V8,,Auto,,,
492,4186,300 C SRT8 6.1 V8 16V 431cv Aut,Chrysler,Gasolina,6.1,V6/V8,,Auto,,4,16
498,3811,Caravan LX 3.3 V6 182cv,Chrysler,Gasolina,3.3,V6/V8,,,,1,
499,263,Caravan LX 3.8,Chrysler,Gasolina,3.8,,,,,,
501,264,Caravan SE 2.4/3.3,Chrysler,Gasolina,2.4,,,,,,
513,270,LE Baron 3.0 V6,Chrysler,Gasolina,3.0,V6/V8,,,,,
518,272,Neon LE 1.8,Chrysler,Gasolina,1.8,,,,,,
519,4255,PT Cruiser Cabrio 2.4 16V 143cv 2p,Chrysler,Gasolina,2.4,Other,,,2,1,16
520,276,PT Cruiser Limited 2.4 16V 143cv 4p,Chrysler,Gasolina,2.4,Other,,,4,1,16
521,277,Sebring LX 2.7 V6 24V 204cv,Chrysler,Gasolina,2.7,V6/V8,,,,2,24
527,279,Stratus LX 2.0 Mec,Chrysler,Gasolina,2.0,,,Manual,,,
530,280,Stratus LX 2.5 Aut,Chrysler,Gasolina,2.5,,,Auto,,,
532,281,Stratus LX 2.5 Conversível Aut,Chrysler,Gasolina,2.5,,,Auto,,,
539,5720,TOWN & COUNTRY Touring 3.6 V6 Aut.,Chrysler,Gasolina,3.6,V6/V8,,Auto,,,
540,282,Vision 3.5 24V,Chrysler,Gasolina,3.5,,,,,,24
541,8045,AIRCROSS BUSINESS 1.6 Flex 16V 5p Mec.,Citroën,Gasolina,1.6,Flex,,Manual,5,,16
542,6418,AIRCROSS Exc. ATACA. 1.6 Flex 16V 5p Aut,Citroën,Gasolina,1.6,Flex,,Auto,5,,16
543,5337,AIRCROSS Exclusive 1.6 Flex 16V 5p Mec.,Citroën,Gasolina,1.6,Flex,,Manual,5,,16
544,5338,AIRCROSS GL 1.6 Flex 16V 5p Mec.,Citroën,Gasolina,1.6,Flex,,Manual,5,,16
546,5610,AIRCROSS GLX 1.6 Flex 16V 5p Aut.,Citroën,Gasolina,1.6,Flex,,Auto,5,,16
551,9585,AIRCROSS Live Bus. 1.6 Flex 5p Aut.,Citroën,Gasolina,1.6,Flex,,Auto,5,,
553,7091,AIRCROSS SALOMON EXCLUSIVE 1.6 Flex Mec.,Citroën,Gasolina,1.6,Flex,,Manual,,,
554,7092,AIRCROSS SALOMON TENDANCE 1.6 Flex Aut.,Citroën,Gasolina,1.6,Flex,,Auto,,,
556,7425,AIRCROSS Start 1.5 Flex 8V 5p Mec.,Citroën,Gasolina,1.5,Flex,,Manual,5,,8
557,286,Berlingo MultSpace GLX 1.8i 4p,Citroën,Gasolina,,,,,4,,
559,10962,C3 AIRCROSS Feel 1.0 Flex Turbo 200 Aut.,Citroën,Gasolina,1.0,Flex,,Auto,,,
561,10963,C3 AIRCROSS Shine 1.0 Flex TB 200 Aut.,Citroën,Gasolina,1.0,Flex,,Auto,,,
562,11098,C3 AIRCROSS7 Shine 1.0 Flex TB 200 Aut.,Citroën,Gasolina,1.0,Flex,,Auto,,,
564,6835,C3 Attra/Origine Pack 1.5 Flex 8V 5p Mec,Citroën,Gasolina,1.5,Flex,,Manual,5,,8
567,7964,C3 Attraction 1.6 Flex 16V 5p Aut.,Citroën,Gasolina,1.6,Flex,,Auto,5,,16
571,6153,C3 Excl. 1.6 VTi Flex Start 16V 5p Mec.,Citroën,Gasolina,1.6,Flex,,Manual,5,,16
580,4315,C3 Exclusive 1.4 Flex 8V 5p,Citroën,Gasolina,1.4,Flex,,,5,,8
584,6772,C3 Exclusive 1.5 Flex 8V 5p Mec.,Citroën,Gasolina,1.5,Flex,,Manual,5,,8
585,291,C3 GLX 1.6/ 1.6 Flex 16V 5p,Citroën,Gasolina,1.6,Flex,,,5,,16
592,7586,C3 Origine Pure Tech 1.2 Flex 12V Mec,Citroën,Gasolina,1.2,Flex,,Manual,,,12
593,6774,C3 Picasso Tendance 1.5 Flex 8V 5p Mec.,Citroën,Gasolina,1.5,Flex,,Manual,5,,8
594,6775,C3 Picasso Tendance 1.6 Flex 16V 5p Aut.,Citroën,Gasolina,1.6,Flex,,Auto,5,,16
598,7731,C3 Style Edition 1.6 Flex 16V Aut.,Citroën,Gasolina,1.6,Flex,,Auto,,,16
599,6155,C3 Tendance 1.5 Flex 8V 5p Mec.,Citroën,Gasolina,1.5,Flex,,Manual,5,,8
601,7587,C3 Tendance Pure Tech 1.2 Flex 12V Mec.,Citroën,Gasolina,1.2,Flex,,Manual,,,12
603,9609,C4 CACTUS X-Series 1.6 16V Flex Aut.,Citroën,Gasolina,1.6,Other,,Auto,,,16
605,6574,C4 Competition 1.6 Flex 16V 5p Mec.,Citroën,Gasolina,1.6,Flex,,Manual,5,,16
606,4846,C4 GLX 1.6 Flex 16V 5p Mec.,Citroën,Gasolina,1.6,Flex,,Manual,5,,16
608,7684,C4 LOUNGE Origine 1.6 Turbo Flex  Aut.,Citroën,Gasolina,1.6,Turbo,,Auto,,,
610,7787,C4 LOUNGE S 1.6 Turbo Flex Aut.,Citroën,Gasolina,1.6,Turbo,,Auto,,,
611,6884,C4 LOUNGE Tendance 1.6 Turbo 4p Aut,Citroën,Gasolina,1.6,Turbo,,Auto,4,,
612,7118,C4 LOUNGE Tendance 1.6 Turbo Flex Aut.,Citroën,Gasolina,1.6,Turbo,,Auto,,,
616,7426,C4 Picasso Intensive 1.6 Turbo 16V Aut.,Citroën,Gasolina,1.6,Turbo,,Auto,,,16
617,294,C5 Exclusive 2.0 16V 138cv 4p Mec.,Citroën,Gasolina,2.0,Other,,Manual,4,1,16
621,4937,C5 Tourer Exclusive 2.0 16V 5p Aut.,Citroën,Gasolina,2.0,Other,,Auto,5,,16
623,7068,DS4 1.6 Chic Turbo 16V 5p Aut.,Citroën,Gasolina,1.6,Turbo,,Auto,5,,16
625,7069,DS4 1.6 So Chic Turbo 16V 5p Aut.,Citroën,Gasolina,1.6,Turbo,,Auto,5,,16
626,6347,DS4 1.6 Turbo 16V 5p Aut.,Citroën,Gasolina,1.6,Turbo,,Auto,5,,16
628,7096,DS5 1.6 So Chic Turbo 16V 5p Aut.,Citroën,Gasolina,1.6,Turbo,,Auto,5,,16
630,299,Evasion  GLX 2.0 16V,Citroën,Gasolina,2.0,Other,,,,,16
632,300,Evasion VSX Turbo,Citroën,Gasolina,,Turbo,,,,,
633,7589,Grand C4 Picasso Seduction 1.6 TB Aut.,Citroën,Gasolina,1.6,,,Auto,,,
635,9556,Jumper 2.0 Cargo Furgão 16V TB Diesel,Citroën,Diesel,2.0,Other,,,,,16
636,8516,Jumper 2.0 FurgãoTurbo Diesel,Citroën,Diesel,2.0,Turbo,,,,,
640,5659,Jumper 2.3 Vetrato Exec. 16Lug. TB Dies.,Citroën,Diesel,2.3,,,,,,
643,303,Jumper 2.8 Furgão 35C Diesel,Citroën,Diesel,2.8,Diesel,,,,,
644,9764,Jumper Furgão 2.2 Turbo Diesel,Citroën,Diesel,2.2,Turbo,,,,,
646,8078,Jumpy 1.6  Furgão Pack Turbo Diesel,Citroën,Diesel,1.6,Turbo,,,,,
647,8077,Jumpy 1.6  Furgão Turbo Diesel,Citroën,Diesel,1.6,Turbo,,,,,
651,9741,Jumpy Cargo 1.5 Turbo Diesel,Citroën,Diesel,1.5,Turbo,,,,,
653,310,Xantia Break GLX 2.0 16V Mec.,Citroën,Gasolina,2.0,Other,,Manual,,,16
657,311,Xantia Exclusive 2.0 16V,Citroën,Gasolina,2.0,Other,,,,,16
658,312,Xantia Exclusive 3.0 V6,Citroën,Gasolina,3.0,V6/V8,,,,,
661,313,Xantia GLX 2.0 16V Aut.,Citroën,Gasolina,2.0,Other,,Auto,,,16
662,314,Xantia GLX 2.0 16V Mec.,Citroën,Gasolina,2.0,Other,,Manual,,,16
665,315,Xantia SX 1.8,Citroën,Gasolina,1.8,,,,,,
667,316,Xantia SX 2.0 8V/16V Mec./Aut.,Citroën,Gasolina,2.0,Other,,Manual,,,8
670,318,Xantia VSX 2.0 16V,Citroën,Gasolina,2.0,Other,,,,,16
671,321,XM Exclusive Break,Citroën,Gasolina,,,,,,,
672,324,Xsara Break Exclusive 1.6 16V 5p Mec.,Citroën,Gasolina,1.6,Other,,Manual,5,,16
673,330,Xsara Break GLX/ Paris 2.0 16V,Citroën,Gasolina,2.0,Other,,,,,16
675,334,Xsara Exclusive 1.8 8V/16V 5p Mec.,Citroën,Gasolina,1.8,Other,,Manual,5,,8
